treat   id  lfdn    task    choibio csn choice0 clar0   fish0   bio0    coast0  lit0    cost0   choice1 clar1   fish1   bio1    coast1  lit1    cost1   choice2 clar2   fish2   bio2    coast2  lit2    cost2   choice3 clar3   fish3   bio3    coast3  lit3    cost3   choice4 clar4   fish4   bio4    coast4  lit4    cost4   choice5 clar5   fish5   bio5    coast5  lit5    cost5   cset    choi    match   externallfdn   duration    block   pos1    pos2    pos3    pos4    pos5    pos6    pos7    pos8    pos9    pos10   pos11   pos12   p0003  v1 v2 v3 v4 v5 v6 v7 v8 v9 v11    v12    v13    v14    v15    v16    v17    v18    v20    v341   v342   v343   v344   v345   v346   v347   v348   v350   v351   v352   v353   v354   v355   v356   v357   v358   v359   v360   v361   v362   v363   v364   v365   v366   v367   v368   v369   v370   v371   v372   v373   v374   v375   v377   v380   pos13   pos14   pos15   pos16   same1   same2   same3   same4   same5   same6   same7   same8   sameall    blockNG
1   1112    1264    2   2   17780   0   0   0   0   0   0   0   1   2   1   2   1   2   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   2   0   0   534 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    6   -66 0   0   0   0   0   0   0   0   -66 0   0   0   0   0   0   5   5   5   4   1   3   5   2   6   3   3   4   3   3   2   3   4   3   3   3   2   2   3   4   4   3   3   3   3   3   1983    1   3   1 2   73560   4   0   0   0   0   1   0   1   1   0   0   1   0   4   4
1   1112    1264    3   2   17782   0   0   0   0   0   0   0   1   1   1   3   0   1   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   7   2   1   0   534 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    6   -66 0   0   0   0   0   0   0   0   -66 0   0   0   0   0   0   5   5   5   4   1   3   5   2   6   3   3   4   3   3   2   3   4   3   3   3   2   2   3   4   4   3   3   3   3   3   1983    1   3   1 2   73560   4   0   0   0   0   1   0   1   1   0   0   1   0   4   4
1   1112    1264    4   1   17783   1   0   0   0   0   0   0   0   0   0   3   0   0   110 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   8   1   1   0   534 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    6   -66 0   0   0   0   0   0   0   0   -66 0   0   0   0   0   0   5   5   5   4   1   3   5   2   6   3   3   4   3   3   2   3   4   3   3   3   2   2   3   4   4   3   3   3   3   3   1983    1   3   1 2   73560   4   0   0   0   0   1   0   1   1   0   0   1   0   4   4
1   1112    1264    5   1   17786   1   0   0   0   0   0   0   0   0   0   0   1   3   110 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   12  1   0   0   534 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    6   -66 0   0   0   0   0   0   0   0   -66 0   0   0   0   0   0   5   5   5   4   1   3   5   2   6   3   3   4   3   3   2   3   4   3   3   3   2   2   3   4   4   3   3   3   3   3   1983    1   3   1 2   73560   4   0   0   0   0   1   0   1   1   0   0   1   0   4   4
1   1112    1264    6   2   17788   0   0   0   0   0   0   0   1   2   1   2   0   2   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   15  2   0   0   534 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    6   -66 0   0   0   0   0   0   0   0   -66 0   0   0   0   0   0   5   5   5   4   1   3   5   2   6   3   3   4   3   3   2   3   4   3   3   3   2   2   3   4   4   3   3   3   3   3   1983    1   3   1 2   73560   4   0   0   0   0   1   0   1   1   0   0   1   0   4   4
1   1112    1264    7   2   17790   0   0   0   0   0   0   0   1   3   0   0   0   0   110 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   16  2   1   0   534 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    6   -66 0   0   0   0   0   0   0   0   -66 0   0   0   0   0   0   5   5   5   4   1   3   5   2   6   3   3   4   3   3   2   3   4   3   3   3   2   2   3   4   4   3   3   3   3   3   1983    1   3   1 2   73560   4   0   0   0   0   1   0   1   1   0   0   1   0   4   4
1   1112    1264    8   2   17792   0   0   0   0   0   0   0   1   1   0   3   1   3   300 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   18  2   0   0   534 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    6   -66 0   0   0   0   0   0   0   0   -66 0   0   0   0   0   0   5   5   5   4   1   3   5   2   6   3   3   4   3   3   2   3   4   3   3   3   2   2   3   4   4   3   3   3   3   3   1983    1   3   1 2   73560   4   0   0   0   0   1   0   1   1   0   0   1   0   4   4
1   1112    1264    9   2   17777   0   0   0   0   0   0   0   1   1   1   1   1   2   50  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   2   1   0   534 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    6   -66 0   0   0   0   0   0   0   0   -66 0   0   0   0   0   0   5   5   5   4   1   3   5   2   6   3   3   4   3   3   2   3   4   3   3   3   2   2   3   4   4   3   3   3   3   3   1983    1   3   1 2   73560   4   0   0   0   0   1   0   1   1   0   0   1   0   4   4
1   1112    1264    11  2   17781   0   0   0   0   0   0   0   1   1   1   3   0   1   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   7   2   1   0   534 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    6   -66 0   0   0   0   0   0   0   0   -66 0   0   0   0   0   0   5   5   5   4   1   3   5   2   6   3   3   4   3   3   2   3   4   3   3   3   2   2   3   4   4   3   3   3   3   3   1983    1   3   1 2   73560   4   0   0   0   0   1   0   1   1   0   0   1   0   4   4
1   1112    1264    12  1   17784   1   0   0   0   0   0   0   0   0   0   3   0   0   110 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   8   1   1   0   534 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    6   -66 0   0   0   0   0   0   0   0   -66 0   0   0   0   0   0   5   5   5   4   1   3   5   2   6   3   3   4   3   3   2   3   4   3   3   3   2   2   3   4   4   3   3   3   3   3   1983    1   3   1 2   73560   4   0   0   0   0   1   0   1   1   0   0   1   0   4   4
1   1112    1264    15  2   17789   0   0   0   0   0   0   0   1   3   0   0   0   0   110 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   16  2   1   0   534 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    6   -66 0   0   0   0   0   0   0   0   -66 0   0   0   0   0   0   5   5   5   4   1   3   5   2   6   3   3   4   3   3   2   3   4   3   3   3   2   2   3   4   4   3   3   3   3   3   1983    1   3   1 2   73560   4   0   0   0   0   1   0   1   1   0   0   1   0   4   4
1   1114    1266    1   2   17809   0   0   0   0   0   0   0   1   1   1   1   1   2   50  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   2   0   0   625 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    3   14  2   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   3   3   6   6   1   2   4   3   5   4   3   4   3   4   3   2   2   2   3   2   3   3   2   3   2   3   4   3   2   3   1971    2   2   0 4   65183   9   0   0   0   0   0   0   1   1   0   0   0   1   3   4
1   1114    1266    2   2   17811   0   0   0   0   0   0   0   1   2   1   2   1   2   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   2   0   0   625 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    3   14  2   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   3   3   6   6   1   2   4   3   5   4   3   4   3   4   3   2   2   2   3   2   3   3   2   3   2   3   4   3   2   3   1971    2   2   0 4   65183   9   0   0   0   0   0   0   1   1   0   0   0   1   3   4
1   1114    1266    3   2   17814   0   0   0   0   0   0   0   1   1   1   3   0   1   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   7   2   1   0   625 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    3   14  2   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   3   3   6   6   1   2   4   3   5   4   3   4   3   4   3   2   2   2   3   2   3   3   2   3   2   3   4   3   2   3   1971    2   2   0 4   65183   9   0   0   0   0   0   0   1   1   0   0   0   1   3   4
1   1114    1266    4   1   17816   1   0   0   0   0   0   0   0   0   0   3   0   0   110 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   8   1   1   0   625 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    3   14  2   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   3   3   6   6   1   2   4   3   5   4   3   4   3   4   3   2   2   2   3   2   3   3   2   3   2   3   4   3   2   3   1971    2   2   0 4   65183   9   0   0   0   0   0   0   1   1   0   0   0   1   3   4
1   1114    1266    5   2   17818   0   0   0   0   0   0   0   1   0   0   0   1   3   110 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   12  2   0   0   625 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    3   14  2   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   3   3   6   6   1   2   4   3   5   4   3   4   3   4   3   2   2   2   3   2   3   3   2   3   2   3   4   3   2   3   1971    2   2   0 4   65183   9   0   0   0   0   0   0   1   1   0   0   0   1   3   4
1   1114    1266    6   2   17820   0   0   0   0   0   0   0   1   2   1   2   0   2   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   15  2   0   0   625 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    3   14  2   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   3   3   6   6   1   2   4   3   5   4   3   4   3   4   3   2   2   2   3   2   3   3   2   3   2   3   4   3   2   3   1971    2   2   0 4   65183   9   0   0   0   0   0   0   1   1   0   0   0   1   3   4
1   1114    1266    7   2   17821   0   0   0   0   0   0   0   1   3   0   0   0   0   110 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   16  2   1   0   625 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    3   14  2   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   3   3   6   6   1   2   4   3   5   4   3   4   3   4   3   2   2   2   3   2   3   3   2   3   2   3   4   3   2   3   1971    2   2   0 4   65183   9   0   0   0   0   0   0   1   1   0   0   0   1   3   4
1   1114    1266    8   2   17824   0   0   0   0   0   0   0   1   1   0   3   1   3   300 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   18  2   1   0   625 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    3   14  2   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   3   3   6   6   1   2   4   3   5   4   3   4   3   4   3   2   2   2   3   2   3   3   2   3   2   3   4   3   2   3   1971    2   2   0 4   65183   9   0   0   0   0   0   0   1   1   0   0   0   1   3   4
1   1114    1266    11  2   17813   0   0   0   0   0   0   0   1   1   1   3   0   1   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   7   2   1   0   625 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    3   14  2   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   3   3   6   6   1   2   4   3   5   4   3   4   3   4   3   2   2   2   3   2   3   3   2   3   2   3   4   3   2   3   1971    2   2   0 4   65183   9   0   0   0   0   0   0   1   1   0   0   0   1   3   4
1   1114    1266    12  1   17815   1   0   0   0   0   0   0   0   0   0   3   0   0   110 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   8   1   1   0   625 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    3   14  2   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   3   3   6   6   1   2   4   3   5   4   3   4   3   4   3   2   2   2   3   2   3   3   2   3   2   3   4   3   2   3   1971    2   2   0 4   65183   9   0   0   0   0   0   0   1   1   0   0   0   1   3   4
1   1114    1266    15  1   17822   1   0   0   0   0   0   0   0   3   0   0   0   0   110 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   16  1   1   0   625 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    3   14  2   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   3   3   6   6   1   2   4   3   5   4   3   4   3   4   3   2   2   2   3   2   3   3   2   3   2   3   4   3   2   3   1971    2   2   0 4   65183   9   0   0   0   0   0   0   1   1   0   0   0   1   3   4
1   1114    1266    16  2   17823   0   0   0   0   0   0   0   1   1   0   3   1   3   300 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   18  2   1   0   625 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    3   14  2   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   3   3   6   6   1   2   4   3   5   4   3   4   3   4   3   2   2   2   3   2   3   3   2   3   2   3   4   3   2   3   1971    2   2   0 4   65183   9   0   0   0   0   0   0   1   1   0   0   0   1   3   4
1   1116    1269    1   1   17841   1   0   0   0   0   0   0   0   1   1   1   1   2   50  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   0   0   181 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   3   1   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   5   5   1   5   6   4   3   1   2   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   1973    2   2   0 4   95213   7   0   0   0   0   0   0   1   0   1   1   0   1   4   4
1   1116    1269    2   1   17843   1   0   0   0   0   0   0   0   2   1   2   1   2   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   1   0   0   181 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   3   1   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   5   5   1   5   6   4   3   1   2   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   1973    2   2   0 4   95213   7   0   0   0   0   0   0   1   0   1   1   0   1   4   4
1   1116    1269    3   1   17846   1   0   0   0   0   0   0   0   1   1   3   0   1   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   7   1   1   0   181 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   3   1   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   5   5   1   5   6   4   3   1   2   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   1973    2   2   0 4   95213   7   0   0   0   0   0   0   1   0   1   1   0   1   4   4
1   1116    1269    4   1   17848   1   0   0   0   0   0   0   0   0   0   3   0   0   110 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   8   1   0   0   181 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   3   1   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   5   5   1   5   6   4   3   1   2   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   1973    2   2   0 4   95213   7   0   0   0   0   0   0   1   0   1   1   0   1   4   4
1   1116    1269    5   1   17849   1   0   0   0   0   0   0   0   0   0   0   1   3   110 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   12  1   1   0   181 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   3   1   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   5   5   1   5   6   4   3   1   2   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   1973    2   2   0 4   95213   7   0   0   0   0   0   0   1   0   1   1   0   1   4   4
1   1116    1269    6   1   17852   1   0   0   0   0   0   0   0   2   1   2   0   2   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   15  1   1   0   181 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   3   1   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   5   5   1   5   6   4   3   1   2   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   1973    2   2   0 4   95213   7   0   0   0   0   0   0   1   0   1   1   0   1   4   4
1   1116    1269    7   1   17853   1   0   0   0   0   0   0   0   3   0   0   0   0   110 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   16  1   0   0   181 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   3   1   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   5   5   1   5   6   4   3   1   2   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   1973    2   2   0 4   95213   7   0   0   0   0   0   0   1   0   1   1   0   1   4   4
1   1116    1269    8   1   17855   1   0   0   0   0   0   0   0   1   0   3   1   3   300 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   18  1   1   0   181 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   3   1   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   5   5   1   5   6   4   3   1   2   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   1973    2   2   0 4   95213   7   0   0   0   0   0   0   1   0   1   1   0   1   4   4
1   1116    1269    11  1   17845   1   0   0   0   0   0   0   0   1   1   3   0   1   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   7   1   1   0   181 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   3   1   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   5   5   1   5   6   4   3   1   2   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   1973    2   2   0 4   95213   7   0   0   0   0   0   0   1   0   1   1   0   1   4   4
1   1116    1269    13  1   17850   1   0   0   0   0   0   0   0   0   0   0   1   3   110 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   12  1   1   0   181 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   3   1   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   5   5   1   5   6   4   3   1   2   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   1973    2   2   0 4   95213   7   0   0   0   0   0   0   1   0   1   1   0   1   4   4
1   1116    1269    14  1   17851   1   0   0   0   0   0   0   0   2   1   2   0   2   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   15  1   1   0   181 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   3   1   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   5   5   1   5   6   4   3   1   2   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   1973    2   2   0 4   95213   7   0   0   0   0   0   0   1   0   1   1   0   1   4   4
1   1116    1269    16  1   17856   1   0   0   0   0   0   0   0   1   0   3   1   3   300 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   18  1   1   0   181 4   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   3   1   0   0   0   1   0   0   3   -66 0   0   0   0   0   0   5   5   1   5   6   4   3   1   2   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   1973    2   2   0 4   95213   7   0   0   0   0   0   0   1   0   1   1   0   1   4   4
1   1122    1276    1   2   17937   0   0   0   0   0   0   0   1   2   0   1   1   2   25  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   9   2   0   0   511 2   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   1   2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   10  10  2   6   5   4   1   3   5   3   2   3   3   3   1   1   1   1   2   4   3   1   5   1   1   1   4   2   3   1970    1   4   3 1   21073   7   0   0   0   0   0   1   0   0   1   0   1   1   4   2
1   1122    1276    2   2   17940   0   0   0   0   0   0   0   1   1   1   3   1   0   220 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   10  2   1   0   511 2   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   1   2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   10  10  2   6   5   4   1   3   5   3   2   3   3   3   1   1   1   1   2   4   3   1   5   1   1   1   4   2   3   1970    1   4   3 1   21073   7   0   0   0   0   0   1   0   0   1   0   1   1   4   2
1   1122    1276    3   2   17942   0   0   0   0   0   0   0   1   3   0   0   1   3   220 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   11  2   0   0   511 2   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   1   2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   10  10  2   6   5   4   1   3   5   3   2   3   3   3   1   1   1   1   2   4   3   1   5   1   1   1   4   2   3   1970    1   4   3 1   21073   7   0   0   0   0   0   1   0   0   1   0   1   1   4   2
1   1122    1276    4   2   17943   0   0   0   0   0   0   0   1   0   0   0   0   0   10  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   17  2   0   0   511 2   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   1   2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   10  10  2   6   5   4   1   3   5   3   2   3   3   3   1   1   1   1   2   4   3   1   5   1   1   1   4   2   3   1970    1   4   3 1   21073   7   0   0   0   0   0   1   0   0   1   0   1   1   4   2
1   1122    1276    5   2   17945   0   0   0   0   0   0   0   1   3   0   3   0   3   300 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   20  2   1   0   511 2   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   1   2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   10  10  2   6   5   4   1   3   5   3   2   3   3   3   1   1   1   1   2   4   3   1   5   1   1   1   4   2   3   1970    1   4   3 1   21073   7   0   0   0   0   0   1   0   0   1   0   1   1   4   2
1   1122    1276    6   2   17947   0   0   0   0   0   0   0   1   0   0   3   0   3   220 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   23  2   0   0   511 2   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   1   2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   10  10  2   6   5   4   1   3   5   3   2   3   3   3   1   1   1   1   2   4   3   1   5   1   1   1   4   2   3   1970    1   4   3 1   21073   7   0   0   0   0   0   1   0   0   1   0   1   1   4   2
1   1122    1276    7   2   17949   0   0   0   0   0   0   0   1   0   1   0   1   3   220 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   26  2   1   0   511 2   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   1   2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   10  10  2   6   5   4   1   3   5   3   2   3   3   3   1   1   1   1   2   4   3   1   5   1   1   1   4   2   3   1970    1   4   3 1   21073   7   0   0   0   0   0   1   0   0   1   0   1   1   4   2
1   1122    1276    8   2   17951   0   0   0   0   0   0   0   1   3   0   2   0   1   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   31  2   1   0   511 2   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   1   2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   10  10  2   6   5   4   1   3   5   3   2   3   3   3   1   1   1   1   2   4   3   1   5   1   1   1   4   2   3   1970    1   4   3 1   21073   7   0   0   0   0   0   1   0   0   1   0   1   1   4   2
1   1122    1276    10  2   17939   0   0   0   0   0   0   0   1   1   1   3   1   0   220 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   10  2   1   0   511 2   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   1   2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   10  10  2   6   5   4   1   3   5   3   2   3   3   3   1   1   1   1   2   4   3   1   5   1   1   1   4   2   3   1970    1   4   3 1   21073   7   0   0   0   0   0   1   0   0   1   0   1   1   4   2
1   1122    1276    13  2   17946   0   0   0   0   0   0   0   1   3   0   3   0   3   300 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   20  2   1   0   511 2   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   1   2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   10  10  2   6   5   4   1   3   5   3   2   3   3   3   1   1   1   1   2   4   3   1   5   1   1   1   4   2   3   1970    1   4   3 1   21073   7   0   0   0   0   0   1   0   0   1   0   1   1   4   2
1   1122    1276    15  2   17950   0   0   0   0   0   0   0   1   0   1   0   1   3   220 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   26  2   1   0   511 2   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   1   2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   10  10  2   6   5   4   1   3   5   3   2   3   3   3   1   1   1   1   2   4   3   1   5   1   1   1   4   2   3   1970    1   4   3 1   21073   7   0   0   0   0   0   1   0   0   1   0   1   1   4   2
1   1122    1276    16  2   17952   0   0   0   0   0   0   0   1   3   0   2   0   1   80  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   31  2   1   0   511 2   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   1   2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   10  10  2   6   5   4   1   3   5   3   2   3   3   3   1   1   1   1   2   4   3   1   5   1   1   1   4   2   3   1970    1   4   3 1   21073   7   0   0   0   0   0   1   0   0   1   0   1   1   4   2
1   1125    1279    1   2   17985   0   0   0   0   0   0   0   1   2   0   1   1   2   25  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   9   2   0   0   1011    2   0   0   0   0   0   0   0   0   0   0   0   0   424610    2   5   2   0   0   0   1   0   1   5   -66 0   0   0   0   0   0   5   5   1   2   4   5   6   3   1   3   2   3   3   3   3   3   3   1   2   1   3   2   3   2   3   3   3   3   3   3   1965    1   3   1 3   37671   9   0   0   0   0   0   0   0   1   0   0   1   0   2   2
